-	RNaseP_arch-shuffle	GNRA	0.27	287.90	4.34
-	RNaseP_arch-shuffle	k-turn-1	0.16	158.10	2.56
-	RNaseP_arch-shuffle	T-loop	0.06	41.00	0.72
-	RNaseP_arch-shuffle	U-turn	0.06	51.90	0.68
-	RNaseP_bact_a-shuffle	CsrA_binding	0.04	222.30	0.52
-	RNaseP_bact_a-shuffle	Domain-V	0.02	134.10	0.31
-	RNaseP_bact_a-shuffle	GNRA	0.33	1495.30	3.35
-	RNaseP_bact_a-shuffle	k-turn-1	0.25	1323.00	2.82
-	RNaseP_bact_a-shuffle	pK-turn	0.02	152.50	0.30
-	RNaseP_bact_a-shuffle	T-loop	0.11	571.60	1.10
-	RNaseP_bact_a-shuffle	UNCG	0.05	231.50	0.53
-	RNaseP_bact_a-shuffle	U-turn	0.08	461.40	1.07
-	RNaseP_bact_a-shuffle	VTS1_binding	0.02	104.60	0.23
-	RNaseP_bact_b-shuffle	Domain-V	0.02	23.30	0.25
-	RNaseP_bact_b-shuffle	GNRA	0.15	127.10	1.83
-	RNaseP_bact_b-shuffle	k-turn-1	0.05	48.50	0.59
-	RNaseP_bact_b-shuffle	Terminator2	0.02	23.80	0.32
-	RNaseP_bact_b-shuffle	T-loop	0.02	20.80	0.21
-	RNaseP_bact_b-shuffle	U-turn	0.04	47.80	0.61
-	RNaseP_bact_b-shuffle	VTS1_binding	0.04	55.40	0.40
-	RNaseP_nuc-shuffle	CsrA_binding	0.03	36.30	0.30
-	RNaseP_nuc-shuffle	GNRA	0.21	224.40	1.94
-	RNaseP_nuc-shuffle	k-turn-1	0.12	131.10	1.13
-	RNaseP_nuc-shuffle	pK-turn	0.02	32.50	0.15
-	RNaseP_nuc-shuffle	T-loop	0.04	53.50	0.60
-	RNaseP_nuc-shuffle	UNCG	0.12	128.10	1.06
-	RNaseP_nuc-shuffle	VTS1_binding	0.02	27.60	0.11
-	rncO-shuffle	GNRA	0.29	23.90	2.53
-	rne-II-shuffle	GNRA	0.30	35.80	3.66
-	rne-II-shuffle	k-turn-1	0.30	31.10	2.87
-	RsaD-shuffle	Terminator2	0.57	46.10	5.54
-	RSV_RNA-shuffle	GNRA	0.50	17.10	5.31
-	RtT-shuffle	UNCG	0.04	22.40	0.23
-	RUF2-shuffle	CRC_binding	0.67	27.40	8.59
-	RybB-shuffle	UNCG	0.38	34.30	3.36
-	RybB-shuffle	U-turn	0.25	22.20	2.67
-	S15-shuffle	GNRA	0.03	19.60	0.22
-	Sacc_telomerase-shuffle	HuR_binding	0.29	26.20	3.89
-	Sacc_telomerase-shuffle	Terminator2	0.29	22.20	3.68
-	SAH_riboswitch-shuffle	GNRA	0.12	48.30	1.00
-	SAH_riboswitch-shuffle	k-turn-1	0.04	22.60	0.44
-	SAM_alpha-shuffle	GNRA	0.23	67.80	1.33
-	SAM-I-IV-variant-shuffle	CRC_binding	0.01	52.80	0.33
-	SAM-I-IV-variant-shuffle	GNRA	0.01	33.10	0.16
-	SAM-I-IV-variant-shuffle	k-turn-1	0.01	37.00	0.20
-	SAM-I-IV-variant-shuffle	UNCG	0.01	26.80	0.15
-	SAM-IV-shuffle	GNRA	0.14	42.90	1.15
-	SAM-IV-shuffle	k-turn-1	0.08	27.30	0.78
-	SAM-IV-shuffle	T-loop	0.31	124.60	3.23
-	SAM-SAH-shuffle	GNRA	0.46	222.50	4.74
-	SAM-shuffle	GNRA	0.07	244.70	0.59
-	SAM-shuffle	k-turn-1	0.01	48.10	0.12
-	SAM-shuffle	T-loop	0.02	69.10	0.11
-	SCARNA13-shuffle	GNRA	0.09	18.40	1.36
-	SCARNA13-shuffle	k-turn-1	0.09	31.00	1.85
-	SCARNA13-shuffle	U-turn	0.09	21.60	0.51
-	SCARNA16-shuffle	Domain-V	0.06	20.60	0.47
-	SCARNA16-shuffle	GNRA	0.14	39.40	1.36
-	SCARNA16-shuffle	T-loop	0.08	28.80	0.39
-	SCARNA16-shuffle	U-turn	0.11	47.10	1.17
-	SCARNA21-shuffle	GNRA	0.35	67.00	2.53
-	SCARNA21-shuffle	k-turn-1	0.43	115.50	4.14
-	SCARNA23-shuffle	GNRA	0.12	15.70	0.97
-	SCARNA2-shuffle	GNRA	0.72	129.40	6.37
-	SCARNA2-shuffle	k-turn-1	0.56	143.80	7.18
-	SCARNA2-shuffle	T-loop	0.11	19.20	1.19
-	SCARNA2-shuffle	UNCG	0.11	20.50	1.44
-	SCARNA4-shuffle	GNRA	0.09	16.80	0.76
-	SCARNA6-shuffle	GNRA	0.31	36.60	2.51
-	SCARNA6-shuffle	VTS1_binding	0.15	29.70	1.92
-	SCARNA7-shuffle	Terminator1	0.50	113.50	5.53
-	SCARNA7-shuffle	Terminator2	0.22	47.70	2.41
-	Six3os1_2-shuffle	GNRA	0.54	61.70	4.55
-	Six3os1_5-shuffle	GNRA	0.13	16.40	1.43
-	Six3os1_5-shuffle	tandem-GA	0.13	32.30	1.40
-	SMAD5-AS1_1-shuffle	CsrA_binding	0.28	57.80	3.21
-	SMAD5-AS1_1-shuffle	Domain-V	0.39	83.80	4.65
-	SMAD5-AS1_1-shuffle	GNRA	7.39	1731.40	96.14
-	SMAD5-AS1_1-shuffle	HuR_binding	0.39	90.90	5.05
-	SMAD5-AS1_1-shuffle	k-turn-1	2.17	442.30	24.56
-	SMAD5-AS1_1-shuffle	pK-turn	0.28	76.70	4.26
-	SMAD5-AS1_1-shuffle	Terminator1	0.72	182.90	10.16
-	SMAD5-AS1_1-shuffle	Terminator2	0.67	142.90	7.93
-	SMAD5-AS1_1-shuffle	T-loop	16.78	4401.20	244.38
-	SMAD5-AS1_1-shuffle	UMAC	2.28	605.10	33.60
-	SMAD5-AS1_1-shuffle	UNCG	3.50	641.20	35.57
-	SMAD5-AS1_1-shuffle	U-turn	3.61	759.00	42.13
-	SMAD5-AS1_1-shuffle	VTS1_binding	0.28	63.60	3.53
-	SMAD5-AS1_3-shuffle	k-turn-1	0.11	19.60	1.24
-	SMAD5-AS1_4-shuffle	CsrA_binding	0.11	23.60	0.97
-	SMAD5-AS1_4-shuffle	GNRA	0.26	36.50	1.65
-	SMAD5-AS1_4-shuffle	k-turn-1	0.11	23.40	1.15
-	SMAD5-AS1_4-shuffle	Terminator2	0.47	115.90	5.30
-	sn2417-shuffle	GNRA	0.67	18.80	6.38
-	snoMe28S-Am2634-shuffle	HuR_binding	0.13	27.30	1.68
-	snoMe28S-Am982-shuffle	Terminator2	0.18	25.00	1.52
-	snopsi28S-3316-shuffle	GNRA	0.06	16.70	0.60
-	snoR100-shuffle	UNCG	0.22	30.60	3.03
-	snoR118-shuffle	GNRA	0.25	17.80	2.31
-	snoR22-shuffle	RBS_B_subtilis	1.00	36.20	18.10
-	SNORA12-shuffle	HuR_binding	0.48	141.80	5.12
-	SNORA13-shuffle	U-turn	0.04	20.70	0.38
-	SNORA18-shuffle	UNCG	0.10	28.20	0.98
-	SNORA20-shuffle	VTS1_binding	0.25	29.90	3.44
-	SNORA31-shuffle	VTS1_binding	0.50	30.80	6.38
-	SNORA35-shuffle	U-turn	0.07	21.60	0.56
-	SNORA38-shuffle	GNRA	0.50	119.00	4.22
-	SNORA47-shuffle	Domain-V	0.10	20.20	0.89
-	SNORA4-shuffle	HuR_binding	0.29	25.90	2.52
-	SNORA53-shuffle	GNRA	0.12	24.90	1.10
-	SNORA53-shuffle	T-loop	0.08	19.40	0.65
-	SNORA53-shuffle	UNCG	0.42	87.00	2.23
-	SNORA53-shuffle	U-turn	0.21	59.90	2.28
-	SNORA55-shuffle	GNRA	0.11	25.80	1.16
-	SNORA55-shuffle	Terminator1	0.07	27.50	0.98
-	SNORA57-shuffle	GNRA	0.20	38.90	1.59
-	SNORA57-shuffle	k-turn-1	0.12	31.80	1.27
-	SNORA58-shuffle	k-turn-1	0.53	111.80	5.07
-	SNORA61-shuffle	GNRA	0.08	33.40	1.64
-	SNORA61-shuffle	UNCG	0.12	32.40	1.26
-	SNORA65-shuffle	GNRA	0.40	15.90	2.45
-	SNORA68-shuffle	GNRA	0.08	16.00	0.61
-	SNORA70-shuffle	GNRA	0.08	25.90	0.71
-	SNORA70-shuffle	k-turn-1	0.05	21.90	0.32
-	SNORA71-shuffle	Domain-V	0.05	25.00	0.44
-	SNORA73-shuffle	CsrA_binding	0.07	46.50	0.86
-	SNORA73-shuffle	GNRA	0.09	41.40	0.75
-	SNORA73-shuffle	HuR_binding	0.05	38.00	0.46
-	SNORA73-shuffle	k-turn-1	0.09	72.20	1.57
-	SNORA73-shuffle	U-turn	0.09	56.00	0.72
-	SNORA76-shuffle	GNRA	0.14	24.60	1.16
-	SNORA79-shuffle	Terminator2	0.44	133.30	3.71
-	SNORA7-shuffle	GNRA	0.12	25.20	0.86
-	SNORA7-shuffle	UNCG	0.12	27.80	1.22
-	SNORA9-shuffle	U-turn	0.06	26.20	0.55
-	SNORD105-shuffle	UNCG	0.13	17.40	1.25
-	SNORD10-shuffle	UNCG	0.09	16.50	0.65
-	SNORD17-shuffle	GNRA	0.17	25.30	1.97
-	SNORD17-shuffle	k-turn-1	0.11	22.90	2.20
-	SNORD19B-shuffle	HuR_binding	0.12	25.80	1.61
-	SNORD23-shuffle	GNRA	0.20	25.80	1.44
-	SNORD23-shuffle	k-turn-1	0.13	22.90	1.47
-	SNORD26-shuffle	UNCG	0.13	24.80	3.05
-	SNORD34-shuffle	Domain-V	0.20	22.20	1.61
-	SNORD49-shuffle	CsrA_binding	0.12	33.00	1.16
-	SNORD61-shuffle	Terminator2	0.06	25.30	0.61
-	SNORD67-shuffle	T-loop	0.29	48.80	4.40
-	SNORD67-shuffle	U-turn	0.36	66.30	5.58
-	SNORD71-shuffle	U-turn	0.12	21.80	1.08
-	SNORD77-shuffle	HuR_binding	0.10	25.30	1.72
-	SNORD79-shuffle	RBS_H_pylori	0.09	31.90	1.60
-	SNORD97-shuffle	HuR_binding	0.12	24.20	0.96
-	snoTBR17-shuffle	GNRA	1.00	21.10	10.55
-	snoU2-30-shuffle	HuR_binding	0.29	63.50	3.94
-	snoU2-30-shuffle	Terminator2	0.18	38.10	1.84
-	snoU85-shuffle	T-loop	0.14	29.10	1.04
-	snoU89-shuffle	GNRA	0.12	26.80	2.45
-	snoU89-shuffle	k-turn-1	0.12	22.60	1.13
-	snoZ242-shuffle	GNRA	0.50	16.00	3.99
-	snR10-shuffle	Terminator2	0.15	28.30	2.36
-	snR30-shuffle	GNRA	0.75	21.60	5.04
-	snR36-shuffle	GNRA	0.20	18.70	2.03
-	snR37-shuffle	T-loop	0.44	40.80	2.90
-	snR37-shuffle	U-turn	0.33	41.90	3.06
-	snR43-shuffle	CsrA_binding	0.18	33.30	0.82
-	snR43-shuffle	Terminator2	0.18	34.50	2.46
-	snR75-shuffle	GNRA	0.03	14.20	0.24
-	snR76-shuffle	Terminator2	0.13	23.70	1.40
-	snR84-shuffle	Terminator2	0.60	35.90	7.25
-	snR86-shuffle	Terminator2	0.40	34.10	5.87
-	sok-shuffle	GNRA	0.05	34.60	0.37
-	SOX2OT_exon1-shuffle	GNRA	0.11	16.00	0.87
-	SOX2OT_exon3-shuffle	k-turn-1	0.33	37.10	2.82
-	S_pombe_snR3-shuffle	UNCG	1.00	22.00	11.00
-	SPRY4-IT1_1-shuffle	GNRA	0.38	69.70	2.54
-	sR22-shuffle	T-loop	0.75	33.60	8.40
-	sR3-shuffle	CsrA_binding	0.12	28.20	1.27
-	SSU_rRNA_archaea-shuffle	C-loop	0.13	34.40	2.51
-	SSU_rRNA_archaea-shuffle	GNRA	0.93	338.90	22.44
-	SSU_rRNA_archaea-shuffle	k-turn-1	0.53	118.20	9.26
-	SSU_rRNA_archaea-shuffle	pK-turn	0.13	32.80	2.33
-	SSU_rRNA_archaea-shuffle	T-loop	0.27	57.10	4.09
-	SSU_rRNA_archaea-shuffle	UNCG	0.13	16.90	1.28
-	SSU_rRNA_archaea-shuffle	U-turn	0.20	60.90	4.62
-	SSU_rRNA_bacteria-shuffle	CRC_binding	0.04	27.20	0.68
-	SSU_rRNA_bacteria-shuffle	Domain-V	0.04	21.00	0.47
-	SSU_rRNA_bacteria-shuffle	GNRA	0.67	602.30	10.57
-	SSU_rRNA_bacteria-shuffle	k-turn-1	0.35	257.90	4.66
-	SSU_rRNA_bacteria-shuffle	pK-turn	0.05	46.50	1.23
-	SSU_rRNA_bacteria-shuffle	Terminator2	0.04	20.70	0.46
-	SSU_rRNA_bacteria-shuffle	T-loop	0.18	114.70	2.26
-	SSU_rRNA_bacteria-shuffle	UMAC	0.04	26.70	0.55
-	SSU_rRNA_bacteria-shuffle	UNCG	0.16	95.50	1.73
-	SSU_rRNA_bacteria-shuffle	U-turn	0.22	136.10	2.43
-	SSU_rRNA_eukarya-shuffle	CsrA_binding	0.05	33.20	0.66
-	SSU_rRNA_eukarya-shuffle	Domain-V	0.33	278.50	4.13
-	SSU_rRNA_eukarya-shuffle	GNRA	0.33	185.20	2.75
-	SSU_rRNA_eukarya-shuffle	k-turn-1	0.11	78.70	1.19
-	SSU_rRNA_eukarya-shuffle	Terminator2	0.08	60.40	1.00
-	SSU_rRNA_eukarya-shuffle	T-loop	0.10	77.00	1.28
-	SSU_rRNA_eukarya-shuffle	UNCG	0.19	145.40	2.23
-	SSU_rRNA_eukarya-shuffle	U-turn	0.32	242.70	3.32
-	SSU_rRNA_eukarya-shuffle	vapC_target	0.03	32.60	0.54
-	SSU_rRNA_eukarya-shuffle	VTS1_binding	0.06	61.90	1.28
-	ST7-AS1_2-shuffle	k-turn-1	0.32	82.70	3.23
-	ST7-OT3_1-shuffle	CRC_binding	0.18	79.40	3.76
-	ST7-OT4_4-shuffle	HuR_binding	0.08	29.00	0.74
-	ST7-OT4_4-shuffle	UNCG	0.16	43.30	1.31
-	STnc430-shuffle	RBS_E_coli	0.29	31.10	4.18
-	STnc510-shuffle	AUF1_binding	0.50	32.60	6.28
-	STnc550-shuffle	GNRA	0.27	27.10	3.14
-	sucA-II-shuffle	GNRA	0.25	15.50	1.99
-	sucA-shuffle	GNRA	0.08	19.00	1.09
-	sucA-shuffle	T-loop	0.08	21.80	0.68
-	sucA-shuffle	U-turn	0.20	65.60	2.64
-	suhB-shuffle	UNCG	0.02	19.30	0.20
-	sX6-shuffle	GNRA	1.00	53.30	14.12
-	TB10Cs3H1-shuffle	UNCG	0.50	17.00	3.31
-	TB10Cs3H1-shuffle	U-turn	0.50	26.00	5.06
-	T-box-shuffle	GNRA	0.03	15.70	0.24
-	T-box-shuffle	U-turn	0.05	35.20	0.58
-	Telomerase-vert-shuffle	CsrA_binding	0.08	37.30	1.29
-	Telomerase-vert-shuffle	GNRA	0.67	303.20	8.49
-	Telomerase-vert-shuffle	k-turn-1	0.56	225.00	5.62
-	Telomerase-vert-shuffle	T-loop	0.14	61.50	1.82
-	Telomerase-vert-shuffle	UNCG	0.28	97.70	2.98
-	Telomerase-vert-shuffle	U-turn	0.17	66.20	1.61
-	Termite-flg-shuffle	k-turn-1	0.33	38.50	2.44
-	THF-shuffle	GNRA	0.09	78.10	0.95
-	THF-shuffle	k-turn-1	0.05	49.40	0.54
-	THF-shuffle	T-loop	0.03	31.80	0.42
-	THF-shuffle	UNCG	0.02	17.30	0.21
-	THF-shuffle	VTS1_binding	0.03	38.80	0.33
-	tmRNA-shuffle	CsrA_binding	0.02	75.10	0.23
-	tmRNA-shuffle	Domain-V	0.03	83.40	0.37
-	tmRNA-shuffle	GNRA	0.19	519.90	1.89
-	tmRNA-shuffle	k-turn-1	0.06	159.60	0.55
-	tmRNA-shuffle	Terminator2	0.01	43.60	0.17
-	tmRNA-shuffle	T-loop	0.04	117.30	0.44
-	tmRNA-shuffle	UNCG	0.08	194.60	0.81
-	tmRNA-shuffle	U-turn	0.04	135.80	0.45
-	tmRNA-shuffle	VTS1_binding	0.01	38.20	0.12
-	Tombus_IRE-shuffle	GNRA	0.25	26.40	1.70
-	TP53TG1_2-shuffle	GNRA	0.20	16.80	1.01
-	TPP-shuffle	GNRA	0.05	65.20	0.61
-	TPP-shuffle	T-loop	0.02	19.10	0.23
-	traJ-II-shuffle	GNRA	0.06	16.20	0.35
-	tRNA-Sec-shuffle	CsrA_binding	0.02	26.40	0.36
-	tRNA-Sec-shuffle	GNRA	0.02	19.00	0.33
-	tRNA-Sec-shuffle	k-turn-1	0.02	20.10	0.36
-	tRNA-Sec-shuffle	U-turn	0.02	21.90	0.30
-	tRNA-shuffle	GNRA	0.02	184.70	0.17
-	tRNA-shuffle	T-loop	0.01	121.90	0.12
-	tRNA-shuffle	UNCG	0.02	137.20	0.15
-	TTC28-AS1_1-shuffle	GNRA	0.29	29.60	1.76
-	TTC28-AS1_1-shuffle	UNCG	0.14	19.70	1.87
-	TTC28-AS1_2-shuffle	CRC_binding	0.25	27.70	3.59
-	TTC28-AS1_4-shuffle	GNRA	0.17	22.70	1.17
-	TUG1_3-shuffle	UNCG	0.10	22.00	1.04
-	TwoAYGGAY-shuffle	GNRA	0.05	64.10	0.42
-	TwoAYGGAY-shuffle	k-turn-1	0.01	20.70	0.12
-	TwoAYGGAY-shuffle	UNCG	0.01	22.30	0.22
-	TwoAYGGAY-shuffle	U-turn	0.03	41.80	0.24
-	Tymo_tRNA-like-shuffle	UNCG	0.26	45.20	2.50
-	U11-shuffle	GNRA	0.07	31.70	0.68
-	U11-shuffle	UNCG	0.03	18.00	0.23
-	U11-shuffle	U-turn	0.08	58.10	0.74
-	U12-shuffle	GNRA	0.05	15.50	0.49
-	U12-shuffle	k-turn-1	0.05	18.40	0.61
-	U12-shuffle	U-turn	0.05	24.00	0.68
-	U1-shuffle	CsrA_binding	0.06	37.40	0.51
-	U1-shuffle	Domain-V	0.04	23.20	0.25
-	U1-shuffle	GNRA	0.13	68.30	1.22
-	U1-shuffle	k-turn-1	0.10	56.60	0.88
-	U1-shuffle	pK-turn	0.04	34.00	0.49
-	U1-shuffle	T-loop	0.04	22.00	0.32
-	U1-shuffle	UNCG	0.08	36.10	1.02
-	U1_yeast-shuffle	GNRA	0.50	16.40	4.17
-	U2-shuffle	GNRA	0.02	32.40	0.26
-	U2-shuffle	HuR_binding	0.02	49.00	0.10
-	U2-shuffle	k-turn-1	0.01	23.60	0.11
-	U2-shuffle	Terminator1	0.06	118.10	0.71
-	U2-shuffle	Terminator2	0.06	131.70	0.90
-	U2-shuffle	T-loop	0.01	21.50	0.15
-	U2-shuffle	UNCG	0.04	64.90	0.62
-	U2-shuffle	U-turn	0.02	45.10	0.18
-	U3-shuffle	GNRA	0.04	36.00	0.59
-	U3-shuffle	UNCG	0.07	43.00	0.38
-	U4atac-shuffle	GNRA	0.08	32.40	0.75
-	U4-shuffle	GNRA	0.05	56.40	0.46
-	U4-shuffle	Terminator2	0.02	21.70	0.15
-	U4-shuffle	U-turn	0.03	32.80	0.18
-	U5-shuffle	T-loop	0.01	18.60	0.12
-	U5-shuffle	UNCG	0.02	27.40	0.20
-	U6-shuffle	CsrA_binding	0.02	24.00	0.21
-	U6-shuffle	T-loop	0.02	19.90	0.27
-	U6-shuffle	UNCG	0.05	44.90	0.43
-	U8-shuffle	HuR_binding	0.04	24.70	0.45
-	uc_338-shuffle	GNRA	0.04	18.60	0.21
-	uc_338-shuffle	k-turn-1	0.04	19.00	0.49
-	VA-shuffle	GNRA	0.42	98.50	4.51
-	VA-shuffle	k-turn-1	0.12	29.30	1.63
-	VA-shuffle	UNCG	0.17	41.10	1.64
-	Vault-shuffle	GNRA	0.06	31.10	0.54
-	Vax2os1_3-shuffle	GNRA	0.60	26.90	5.45
-	wcaG-shuffle	T-loop	0.02	18.60	0.09
-	WT1-AS_2-shuffle	k-turn-1	0.14	21.80	1.86
-	WT1-AS_3-shuffle	GNRA	0.25	33.30	2.12
-	WT1-AS_4-shuffle	GNRA	0.22	16.80	1.45
-	WT1-AS_4-shuffle	k-turn-1	0.33	28.20	3.02
-	WT1-AS_6-shuffle	k-turn-1	0.18	33.40	1.76
-	WT1-AS_6-shuffle	U-turn	0.24	46.00	2.31
-	WT1-AS_7-shuffle	CRC_binding	0.13	25.00	1.67
-	WT1-AS_7-shuffle	GNRA	0.20	22.90	1.15
-	WT1-AS_8-shuffle	HuR_binding	0.09	24.10	0.93
-	Xoo5-shuffle	GNRA	1.00	27.20	9.18
-	Xoo5-shuffle	T-loop	1.00	28.50	9.50
-	ybhL-shuffle	k-turn-1	0.33	24.90	4.59
-	ydaO-yuaA-shuffle	GNRA	0.12	131.40	1.25
-	ydaO-yuaA-shuffle	k-turn-1	0.07	82.90	0.80
-	ydaO-yuaA-shuffle	T-loop	0.03	29.40	0.32
-	ydaO-yuaA-shuffle	UNCG	0.04	41.80	0.42
-	ykkC-yxkD-shuffle	GNRA	0.13	127.80	1.24
-	ykkC-yxkD-shuffle	k-turn-1	0.08	98.90	0.90
-	ykkC-yxkD-shuffle	UNCG	0.05	55.40	0.44
-	ykoK-shuffle	GNRA	0.03	40.80	0.40
-	ykoK-shuffle	T-loop	0.01	20.50	0.17
-	Y_RNA-shuffle	GNRA	0.03	17.90	0.25
-	Y_RNA-shuffle	T-loop	0.03	19.90	0.18
-	ZEB2_AS1_3-shuffle	CsrA_binding	0.33	24.40	4.26
-	ZEB2_AS1_4-shuffle	GNRA	0.20	22.20	1.73
-	ZNFX1-AS1_1-shuffle	GNRA	0.13	24.20	1.93
-	ZNFX1-AS1_1-shuffle	k-turn-1	0.13	20.30	1.22
-	ZNFX1-AS1_1-shuffle	UNCG	0.13	19.30	0.98
-	ZNFX1-AS1_2-shuffle	Domain-V	0.11	23.30	1.11
-	ZNFX1-AS1_2-shuffle	k-turn-1	0.11	23.00	0.79
-	ZNRD1-AS1_2-shuffle	k-turn-1	0.16	53.80	1.71
-	ZNRD1-AS1_2-shuffle	UNCG	0.10	24.30	0.56
